customer_id,acct_stat_dt_quarter,TXN_AMOUNT_AVG,TXN_AMOUNT_COUNT,TXN_AMOUNT_FIRST,TXN_AMOUNT_KURTOSIS,TXN_AMOUNT_LAST,TXN_AMOUNT_MAX,TXN_AMOUNT_MIN,TXN_AMOUNT_SKEWNESS,TXN_AMOUNT_STDDEV_POP,TXN_AMOUNT_STDDEV_SAMP,TXN_AMOUNT_STDDEV,TXN_AMOUNT_SUM,TXN_AMOUNT_VAR_POP,TXN_AMOUNT_VAR_SAMP,TXN_AMOUNT_VARIANCE
15100,3,186.14999999999998,6,350.4,-1.4869526698703324,32.85,350.4,32.85,0.3288835582046485,124.20730654836696,136.06228720699943,136.06228720699943,1116.8999999999999,15427.455,18512.946,18512.946
16140,3,186.64749999999998,4,124.14,-0.7730728422048148,4.41,601.04,4.41,1.0356710125700426,243.7309542687387,281.4362641138013,281.4362641138013,746.5899999999999,59404.77806875,79206.37075833333,79206.37075833333
17470,4,225.01400000000004,5,178.4,-1.69687948099908,308.6,308.6,140.58,0.2130020332661263,68.62929683451522,76.72988648499357,76.72988648499357,1125.0700000000002,4709.9803839999995,5887.475479999999,5887.475479999999
14733,2,696.6184615384617,13,1830.02,-0.6821733328179613,12.45,1830.02,12.45,0.808517664387178,596.6618119536284,621.0253035618617,621.0253035618617,9056.040000000003,356005.317843787,385672.4276641026,385672.4276641026
70231,2,238.24458333333334,24,373.49,0.8485360959463502,19.6,754.81,4.25,1.0980300162795578,184.5014288783686,188.46965552043847,188.46965552043847,5717.87,34040.77725815971,35520.81105199274,35520.81105199274
17576,2,167.81904761904764,21,119.65,-0.38099418778461835,96.75,395.0,15.0,0.6394195364126286,102.3321630259478,104.85926363010384,104.85926363010384,3524.2000000000003,10471.871589569158,10995.465169047617,10995.465169047617
15673,4,720.255,4,969.95,-0.844776326764455,776.63,969.95,318.66,-0.840335882025347,242.8627715912836,280.4337731087324,280.4337731087324,2881.02,58982.32582499999,78643.10109999999,78643.10109999999
70263,3,470.74192307692306,26,237.6,6.755805728080279,4.15,2990.0,0.38,2.73744796144055,673.5158639158411,686.8541065642353,686.8541065642353,12239.289999999999,453623.61894630175,471768.5637041538,471768.5637041538
70376,2,229.04272727272726,11,134.1,0.6681198081768334,8.3,872.56,4.25,1.4748543851267462,275.1182605581861,288.5464659666068,288.5464659666068,2519.47,75690.05729256196,83259.06302181816,83259.06302181816
17071,3,170.79923076923072,13,308.55,-1.6140761542207027,4.95,432.16,4.95,0.1183235896107319,154.29317311092882,160.59342620738136,160.59342620738136,2220.3899999999994,23806.383268639052,25790.248541025638,25790.248541025638
13268,4,181.10666666666665,12,653.57,0.020865690016663496,8.2,653.57,2.5,0.9665078738810662,200.03289268406726,208.9275424348805,208.9275424348805,2173.2799999999997,40013.15815555557,43650.7179878788,43650.7179878788
13934,1,922.1,1,922.1,NaN,922.1,922.1,922.1,NaN,0.0,NaN,NaN,922.1,0.0,NaN,NaN
69192,1,1700.4,1,1700.4,NaN,1700.4,1700.4,1700.4,NaN,0.0,NaN,NaN,1700.4,0.0,NaN,NaN
15145,4,345.45666666666665,3,422.23,-1.499999999999999,312.34,422.23,301.8,0.68729224896956,54.45720909321577,66.69618754721543,66.69618754721543,1036.37,2965.5876222222228,4448.381433333334,4448.381433333334
14246,4,491.3533333333333,3,449.64,-1.5000000000000004,504.19,520.23,449.64,-0.56059950974166,30.213926516683596,37.00435154591057,37.00435154591057,1474.06,912.8813555555562,1369.3220333333343,1369.3220333333343
13606,2,105.26,2,180.4,-2.0000000000000018,30.12,180.4,30.12,0.0,75.14,106.26400707671436,106.26400707671436,210.52,5646.0196000000005,11292.039200000001,11292.039200000001
13544,4,145.70499999999998,2,122.91,-2.000000000000001,168.5,168.5,122.91,0.0,22.795,32.2369981542947,32.2369981542947,291.40999999999997,519.6120250000001,1039.2240500000003,1039.2240500000003
12670,1,500.9916666666666,6,633.05,0.0390352773672582,9.9,696.12,9.9,-1.2506988244314992,240.41357424354297,263.35987548726297,263.35987548726297,3005.95,57798.68668055555,69358.42401666666,69358.42401666666
70599,3,147.635,2,128.01,-2.0,167.26,167.26,128.01,0.0,19.625,27.75394116157199,27.75394116157199,295.27,385.140625,770.28125,770.28125
70770,2,162.24,1,162.24,NaN,162.24,162.24,162.24,NaN,0.0,NaN,NaN,162.24,0.0,NaN,NaN
15134,4,184.29166666666666,6,129.35,-0.07479016007698158,151.38,282.69,129.35,1.0404816149914196,49.37253670367318,54.084904147707114,54.084904147707114,1105.75,2437.647380555555,2925.176856666666,2925.176856666666
16763,2,314.40000000000003,2,611.85,-1.9999999999999987,16.95,611.85,16.95,0.0,297.45,420.6578241278771,420.6578241278771,628.8000000000001,88476.50249999999,176953.00499999998,176953.00499999998
16682,2,211.01999999999998,4,525.5,-0.6676999533968928,110.86,525.5,100.8,1.1533488364345625,181.60049173942232,209.69418558144778,209.69418558144778,844.0799999999999,32978.7386,43971.65146666666,43971.65146666666
17414,2,389.0,2,598.0,-2.0,180.0,598.0,180.0,0.0,209.0,295.57063453597686,295.57063453597686,778.0,43681.0,87362.0,87362.0
15263,4,156.51,1,156.51,NaN,156.51,156.51,156.51,NaN,0.0,NaN,NaN,156.51,0.0,NaN,NaN
17846,3,2033.1,1,2033.1,NaN,2033.1,2033.1,2033.1,NaN,0.0,NaN,NaN,2033.1,0.0,NaN,NaN
16627,2,322.8,1,322.8,NaN,322.8,322.8,322.8,NaN,0.0,NaN,NaN,322.8,0.0,NaN,NaN
13787,4,202.64,1,202.64,NaN,202.64,202.64,202.64,NaN,0.0,NaN,NaN,202.64,0.0,NaN,NaN
69304,3,313.86,1,313.86,NaN,313.86,313.86,313.86,NaN,0.0,NaN,NaN,313.86,0.0,NaN,NaN
15728,2,134.8,1,134.8,NaN,134.8,134.8,134.8,NaN,0.0,NaN,NaN,134.8,0.0,NaN,NaN
70362,4,311.78333333333336,9,51.4,1.0303609251567316,2.73,1072.73,2.73,1.4043667486800733,314.43182235758377,333.50531071483704,333.50531071483704,2806.05,98867.37091111112,111225.79227500001,111225.79227500001
70071,3,359.0335714285713,28,277.45,14.149839078513342,29.4,2688.27,5.0,3.605417107868251,498.27155956662745,507.41491963505956,507.41491963505956,10052.939999999997,248274.5470729592,257469.90066825398,257469.90066825398
12720,3,208.1069230769231,26,473.39,-1.1086849352754682,29.75,498.32,5.95,0.3476633456030853,157.43705249471884,160.55492056662058,160.55492056662058,5410.780000000001,24786.425498224853,25777.88251815385,25777.88251815385
70454,2,278.56888888888886,9,113.48,-0.5231781278669434,5.1,687.13,5.1,0.953012503246982,225.63946214379968,239.32679067774905,239.32679067774905,2507.12,50913.16687654321,57277.31273611111,57277.31273611111
14708,4,289.01750000000004,4,419.06,-1.0480041440551924,29.7,425.19,29.7,-0.7720767438540063,160.27097590877148,185.06498216842647,185.06498216842647,1156.0700000000002,25686.785718750005,34249.04762500001,34249.04762500001
70430,2,509.7163636363637,11,137.11,1.8328555051000484,325.01,1638.24,132.95,1.6024394998775682,422.48446876827705,443.105449058635,443.105449058635,5606.880000000001,178493.12635041325,196342.43898545456,196342.43898545456
70087,1,512.3120833333332,24,39.6,1.0833689316443529,29.75,1974.0,6.75,1.4671571214402188,558.2766668058288,570.2839903064252,570.2839903064252,12295.489999999998,311672.83669982635,325223.8295998188,325223.8295998188
69776,4,405.25045454545455,22,31.3,5.534312941102003,71.4,2527.94,6.8,2.644360286357462,637.7148551413674,652.7219637901495,652.7219637901495,8915.51,406680.2364679752,426045.96201406926,426045.96201406926
17744,3,345.5266666666667,6,377.52,-0.0018369958577717505,31.32,730.38,31.32,0.5010170255728597,204.87343431711415,224.42760281807284,224.42760281807284,2073.1600000000003,41973.124088888886,50367.74890666666,50367.74890666666
13473,4,142.58,3,241.26,-1.5000000000000013,5.1,241.26,5.1,-0.5226156401147728,100.23960095690725,122.76793718231157,122.76793718231157,427.74,10047.9776,15071.966400000001,15071.966400000001
15422,3,48.85,2,55.5,-2.0000000000000044,42.2,55.5,42.2,-3.8658522405833487E-16,6.649999999999999,9.40452018978108,9.40452018978108,97.7,44.22249999999998,88.44499999999996,88.44499999999996
13894,1,118.65399999999997,5,160.85,-1.1073559701357603,18.75,282.45,9.9,0.4317339115280311,100.42408209189665,112.2775370677501,112.2775370677501,593.2699999999999,10084.996263999998,12606.245329999998,12606.245329999998
69493,3,784.19,3,800.01,-1.4999999999999996,468.32,1084.24,468.32,-0.09403172413518458,251.6969949496153,308.26460370921603,308.26460370921603,2352.57,63351.37726666667,95027.0659,95027.0659
13761,3,535.325,2,491.71,-1.9999999999999993,578.94,578.94,491.71,0.0,43.61500000000004,61.68092452290259,61.68092452290259,1070.65,1902.2682250000032,3804.5364500000064,3804.5364500000064
17444,1,980.0133333333334,3,1171.46,-1.4999999999999998,550.94,1217.64,550.94,-0.6948873725306172,303.9858463079417,372.30510624128345,372.30510624128345,2940.0400000000004,92407.39475555556,138611.09213333335,138611.09213333335
15507,4,492.36,1,492.36,NaN,492.36,492.36,492.36,NaN,0.0,NaN,NaN,492.36,0.0,NaN,NaN
16498,1,38.60666666666666,3,91.22,-1.5000000000000013,14.85,91.22,9.75,0.697184738226161,37.2614602803248,45.635782378889196,45.635782378889196,115.82,1388.4164222222223,2082.6246333333333,2082.6246333333333
16951,3,15.0,2,15.0,NaN,15.0,15.0,15.0,NaN,0.0,0.0,0.0,30.0,0.0,0.0,0.0
69279,4,191.14,1,191.14,NaN,191.14,191.14,191.14,NaN,0.0,NaN,NaN,191.14,0.0,NaN,NaN
17481,3,252.36800000000002,5,260.63,-1.19388728648109,6.25,417.56,6.25,-0.4077253985062789,153.3767491375404,171.4804186197363,171.4804186197363,1261.8400000000001,23524.427176,29405.53397,29405.53397
16361,4,224.165,4,334.94,-1.5116609254146625,115.47,334.94,115.47,0.025875940534358925,84.20691376009454,97.23376865403637,97.23376865403637,896.66,7090.804324999999,9454.405766666665,9454.405766666665
16574,2,451.44,1,451.44,NaN,451.44,451.44,451.44,NaN,0.0,NaN,NaN,451.44,0.0,NaN,NaN
13146,3,228.91,1,228.91,NaN,228.91,228.91,228.91,NaN,0.0,NaN,NaN,228.91,0.0,NaN,NaN
14675,4,604.75,1,604.75,NaN,604.75,604.75,604.75,NaN,0.0,NaN,NaN,604.75,0.0,NaN,NaN
13822,2,163.62,1,163.62,NaN,163.62,163.62,163.62,NaN,0.0,NaN,NaN,163.62,0.0,NaN,NaN
69362,2,15.28,1,15.28,NaN,15.28,15.28,15.28,NaN,0.0,NaN,NaN,15.28,0.0,NaN,NaN
13576,4,337.24473684210517,19,349.15,0.9551649793607369,3.39,623.68,3.39,-0.6237163469925929,145.14869680030026,149.12610984474483,149.12610984474483,6407.649999999999,21068.14418282549,22238.596637426905,22238.596637426905
69787,2,356.1764285714285,14,307.68,8.559033682673306,102.0,2756.84,7.65,3.1999153731698216,673.3208015670981,698.7380176774428,698.7380176774428,4986.469999999999,453360.9018229594,488234.81734780245,488234.81734780245
69884,1,390.119375,32,1668.2,5.611406080195506,5.0,1668.2,5.0,2.1086977600841923,322.88744995293547,328.0539772063237,328.0539772063237,12483.82,104256.3053371094,107619.41196088713,107619.41196088713
15750,2,269.96,8,301.52,-1.1823590498256955,14.25,508.07,14.25,-0.0958937812346813,173.17322498007593,185.12996469661908,185.12996469661908,2159.68,29988.965849999993,34273.103828571424,34273.103828571424
69779,3,319.097037037037,27,671.21,8.94232665564453,13.66,1909.36,7.5,2.73242395609916,376.88012888288023,384.05944310358655,384.05944310358655,8615.619999999999,142038.6315467764,147501.65583703702,147501.65583703702
14201,1,95.0,8,67.24,-0.5467522265765621,29.7,187.98,29.7,0.26649453025592756,48.899538852631316,52.27580593079637,52.27580593079637,760.0,2391.1648999999998,2732.7598857142852,2732.7598857142852
12523,1,137.47583333333333,12,102.95,-0.48610221573643253,19.2,262.42,19.2,-0.030994118387331886,69.14573395593943,72.22036371831744,72.22036371831744,1649.71,4781.132524305556,5215.780935606062,5215.780935606062
70495,1,227.815,2,333.3,-1.9999999999999998,122.33,333.3,122.33,0.0,105.48500000000001,149.17831762692595,149.17831762692595,455.63,11127.085225000003,22254.170450000005,22254.170450000005
13871,4,465.7336363636363,11,456.05,-0.21442745051498768,13.45,855.17,13.45,-0.6428468872571858,237.9674218066883,249.58233756709336,249.58233756709336,5123.07,56628.493841322306,62291.34322545454,62291.34322545454
17282,3,714.425,2,741.85,-1.9999999999999996,687.0,741.85,687.0,0.0,27.42500000000001,38.78480694808215,38.78480694808215,1428.85,752.1306250000006,1504.2612500000012,1504.2612500000012
70218,4,362.27409090909083,22,193.01,1.92099929057209,606.0,1296.56,1.65,1.2691059239386684,298.06779181099495,305.0821112993164,305.0821112993164,7970.029999999999,88844.40851508264,93075.09463484849,93075.09463484849
70168,1,325.938695652174,23,173.91,2.523777218017308,23.8,1241.98,12.75,1.7723525843164238,296.82590859179084,303.4969866752364,303.4969866752364,7496.590000000001,88105.62001134217,92110.42092094863,92110.42092094863
13184,2,146.14916666666664,12,212.52,-0.545340063777322,30.0,365.02,8.29,0.30199494346357725,103.17167089034449,107.75929577774323,107.75929577774323,1753.7899999999997,10644.393674305555,11612.06582651515,11612.06582651515
16678,3,177.48333333333332,15,312.18,-1.7802772849165178,7.0,326.75,2.5,-0.1946314242547479,134.105649479141,138.81253502818967,138.81253502818967,2662.25,17984.325222222225,19268.919880952384,19268.919880952384
13014,3,203.45,15,317.8,-1.5518727327617539,11.2,494.85,2.9,0.1777710956074217,177.51243430625735,183.74282590465558,183.74282590465558,3051.75,31510.66433333333,33761.42607142857,33761.42607142857
15426,1,175.57666666666668,6,251.56,-1.3777861896809693,12.54,446.16,4.95,0.37507715622821913,166.27492782203282,182.14505743134146,182.14505743134146,1053.46,27647.351622222228,33176.82194666668,33176.82194666668
12821,1,92.72,1,92.72,NaN,92.72,92.72,92.72,NaN,0.0,NaN,NaN,92.72,0.0,NaN,NaN
18252,4,263.335,2,69.9,-1.9999999999999996,456.77,456.77,69.9,0.0,193.435,273.55840043763965,273.55840043763965,526.67,37417.099225,74834.19845,74834.19845
15701,2,477.02333333333337,3,857.0,-1.4999999999999976,318.94,857.0,255.13,0.6775889608784734,269.94398114341345,330.6125064684235,330.6125064684235,1431.0700000000002,72869.75295555557,109304.62943333335,109304.62943333335
14265,1,278.13,1,278.13,NaN,278.13,278.13,278.13,NaN,0.0,NaN,NaN,278.13,0.0,NaN,NaN
14356,3,126.44,3,345.03,-1.5000000000000002,15.3,345.03,15.3,0.7068045703906876,154.57381214164317,189.31348367192442,189.31348367192442,379.32,23893.063399999995,35839.59509999999,35839.59509999999
14251,2,575.9399999999999,5,1259.46,0.033288454824569325,482.28,1259.46,301.14,1.3325552694359035,349.7325073824279,391.01283022427793,391.01283022427793,2879.7,122312.82671999998,152891.0334,152891.0334
17904,2,102.21,2,191.67,-1.9999999999999967,12.75,191.67,12.75,6.504043734908462E-16,89.46,126.51554528989708,126.51554528989708,204.42,8003.091599999999,16006.183199999998,16006.183199999998
16262,4,31.65,1,31.65,NaN,31.65,31.65,31.65,NaN,0.0,NaN,NaN,31.65,0.0,NaN,NaN
